Company Name,Website,Phone,Industry,Company Size,HQ,Type,Founded,Location,Latitude,Longitude,Specialities
SoHigh Gallery,http://www.sohighgallery.com,,Entertainment,2-10 employees,"Windsor, Victoria",Privately Held,2014,"143A Chapel street , Windsor, Victoria 3181, AU", , ,"Art, Events, Fashion, Creative Space, Gallery, Entertainment, Fun, Parties, Curation, and Collaboration"
The Perth City Breakers,http://www.perthcitybreakers.com,457153572,Entertainment,2-10 employees,"Perth, WA",Public Company,2018,"Perth, WA 6000, AU",-31.956035,115.847023,"Entertainment, Dance, Professionalism, Chemistry, Teamwork, Quality, Breaking, Choreography, and Freestyle"
Brass N Things,https://brassnthings.com.au,61431606806,Entertainment,0-1 employees,"Perth, Western Australia",Sole Proprietorship,2018,"Perth, Western Australia 6000, AU",-31.956035,115.847023,"Pole Hire, Entertainment, Performances, Sports Grip, Photo Shoots, Pole Dancing, and Contortion"
Woodleigh Films,https://www.woodleighfilms.com/,,Entertainment,2-10 employees,"Sydney, NSW",Privately Held,2015,"Redfern, Sydney, NSW 2016, AU",-33.868633,151.209421,"Film, Television, Script Writers, and Entertainment"
A to Z Wedding Services,http://www.atozweddingservices.com.au/,,Entertainment,2-10 employees,,Sole Proprietorship,1999,"Melbourne,   AU",-37.825071,144.978682,"Wedding Entertainment, Wedding MC, Wedding Photography, and Wedding Planning"
Blue Room Board Games, ,,Entertainment,2-10 employees,"Ferntree Gully, Victoria",Partnership,2012,"1/11 Glenfern Rd, Ferntree Gully, Victoria 3156, AU",-37.890378,145.289322,Board Games and Crowd Funding
Komodo Music,http://kmdj.com.au,,Entertainment,2-10 employees,"Darlington, Western Australia",Sole Proprietorship,2006,"PO Box 166, Darlington, Western Australia 6070, AU",-31.924635,116.080698,"DJing, Lighting, Master of Ceremony, Weddings, Corporate Events, and Private Events"
Laurieton United Services Club,http://laurietonclub.com.au,,Entertainment, ,"Laurieton, New South Wales",,, ,-27.464806,153.024313, 
Qing Fong Lion Dance Team,https://www.qingfongldt.org/,424946983,Entertainment,51-200 employees,"Bonnyrigg, New South Wales",Nonprofit,2018,"654 Cabramatta Rd W, Bonnyrigg, New South Wales 2177, AU",-33.894927,150.896705,"entertainment, lion dancing, dragon dancing, cultural entertainment, chinese culture, and chinese tradition"
First Summer Band,http://www.firstsummer.com.au,,Entertainment,2-10 employees,"Marooka, Queensland",Privately Held,2012,"PO BOX 456, Marooka, Queensland 4105, AU",-20,145,"Entertainment, Music, Weddings, Corporate Events, and Private Functions"
The Zoom Company,http://www.thezoomcompany.com,,Entertainment,2-10 employees,,Sole Proprietorship,,AU, , , 
Melbourne's Pony Parties,http://www.ponyparties.com.au,0417 330 948,Entertainment,2-10 employees,"Kinglake, Victoria",Sole Proprietorship,2001,"PO Box 170, Kinglake, Victoria 3763, AU",-37.552705,145.345949,"Pony rides, Party games, Children's entertainment, and Forest Rides"
Unlimited Soul,http://www.ofelia.com.au,,Entertainment,11-50 employees,"Algester, QLD",Sole Proprietorship,2006,"P.O. Box 5267, Algester, QLD 4115, AU",-27.633648,153.030595,"Corporate Entertainment, Club Entertainment, and Function Entertainment"
Studio J Dance,http://www.studiojdance.com.au/,,Entertainment,2-10 employees,"Richmond, Victoria",Privately Held,2017,"Level 1, 147 Swan St, Richmond, Victoria 3121, AU", , , 
Gilbert & Sullivan Opera Sydney,https://www.gsosydney.com.au/,,Entertainment,2-10 employees,"North Sydney, New South Wales",Nonprofit,1985,"Blue St, North Sydney, New South Wales 2060, AU",-33.836767,151.2077,"opera, comic opera, entertainment, and opera for hire"
Magic Mic Comedy,https://www.facebook.com/MagicMicComedy/,,Entertainment,0-1 employees,"Sydney, NSW",Privately Held,2017,"Level 1 292 - 294 Victoria Street, Darlinghurst, Sydney, NSW 2010, AU",-33.876448,151.222081,"Comedy, Stand Up Comedy, Open Mic, Table Service, Hospitality, and Entertainment"
Greenlight Exclusive Pty Ltd,http://www.gnet.works,,Entertainment,2-10 employees,"Sydney, NSW",Privately Held,2019,"Lvl 13, 111 Elizabeth Street, Sydney, NSW 2000, AU",-33.869804,151.209946,"blockchain, insurance, auctions, collectables, events, and manufacturing"
Quincy Smith, ,,Entertainment,2-10 employees,"Sydney, NSW",Sole Proprietorship,2011,"Rear 274 Darling Street, Balmain, Sydney, NSW 2041, AU",-33.857971,151.181435,"Social Media Management, Strategy planning & implementation, Curating & Distributing Content, Online Promotion, Social Media Consultation, Band & Artist Management, and Audience Engagement"
Rampant Ent,http://www.rampantentertainment.com.au,247290367,Entertainment,0-1 employees,"Cranebrook, NSW",Partnership,2007,"Cranebrook, NSW 2749, AU",-33.6948,150.688224, 
NetCassette,http://netcassette.com/,,Entertainment,2-10 employees,"Melbourne, Victoria",Privately Held,2018,"333 Collins St, Melbourne, Victoria 3000, AU",-37.816705,144.963167, 
DirtyMonkey,http://www.dirtymonkey.com.au,,Entertainment,2-10 employees,,Privately Held,2006,"Sydney,   AU",-33.868633,151.209421,Kick Ass DJ's
OSBAZORNE Productions,http://www.OSBAZORNE.com,,Entertainment,2-10 employees,"Melbourne, Victoria",Sole Proprietorship,2005,"CBD, Melbourne, Victoria 3000, AU",-37.813937,144.961602,"Entertainment, MC/Hosting, Media Production, Creative Content, Video Production, and Film Creation Assistance"
Australian Film Television and Radio School,http://www.aftrs.edu.au/,61 2 9805 6611,Entertainment,51-200 employees,"Sydney, NSW",,1973,"Building 130, The Entertainment Quarter, Moore Park, Sydney, NSW 2021, AU", , ,"film, television, radio, filmmaking, directing, producing, editing, sound design, colour grading, screen business, education, short course, masterclass, podcasting, video , screenwriting, content creation, and training"
PodcastOne Australia,http://www.listnr.com,,Entertainment,11-50 employees,"South Melbourne, Victoria",Public Company,2017, , , , 
Australian Film Institute (AFI) | Australian Academy of Cinema and Television Arts (AACTA),http://aacta.org/,,Entertainment,11-50 employees,"Australian Film, Awards, and Australian Television",Public Company,1958, ,-33.891949,151.174924, 
Australia India Film Fund,http://ausindiafilmfund.com.au/about-us/,,Entertainment,2-10 employees,Investment and Bollywood and Australian Film Industries,Partnership,2013,"FSA # 6, Building 20,, Fox Studios, Driver Avenue,, Moore Park 2021 NSW, NSW 2021, AU",44.04853,-123.071153, 
Live Performance Australia,http://www.liveperformance.com.au,,Entertainment,2-10 employees,"Melbourne, Vic",Nonprofit,1917,"Level 1, 15-17 Queen st, Melbourne, Vic 3000, AU", , , 
Legacy Esports Australia,http://www.legacyesports.com.au,,Entertainment,11-50 employees,"Sydney, NSW",Nonprofit,2014,"Sydney, NSW 2000, AU",-33.901541,151.198098, 
Sticky Tickets Australia,http://www.stickytickets.com.au,,Entertainment,11-50 employees,"Crows Nest, NSW",Privately Held,2007,"119 Willoughby Road, Crows Nest, NSW 2165, AU",-33.82262,151.201247,"Online ticketing, Online tickets , Events, and Sell tickets"
Night Time Industries Association (Australia),https://ntia.org.au/,,Entertainment,2-10 employees,"Glebe, New South Wales",Nonprofit,2018,"41 Bridge Rd, Glebe, New South Wales 2037, AU",-33.877455,151.187611, 
Underground Cinema Australia,http://www.undergroundcinema.com.au,,Entertainment,51-200 employees,"St Kilda , VIC",Privately Held,2009,"6 / 400 St Kilda Road, St Kilda , VIC 3182, AU",-37.867529,144.987215, 
Women in Film & Television Australia (WIFT Australia),http://www.wiftaustralia.org.au,,Entertainment,2-10 employees,"Alexandria, NSW",Nonprofit,2017,"PO Box 272, Alexandria, NSW 1435, AU",-33,146, 
Australia's Most Haunted (TV Series), ,,Entertainment,2-10 employees,"Alfords Point, Sydney",Sole Proprietorship,2014, ,-34.441758,150.893352, 
Sky Zone Australia,http://www.skyzone.com.au,,Entertainment, ,,,,"544 Kessels Rd, MacGregor, Queensland 4109, AU", , , 
Jacqueline Alliss Casting Australia,https://www.facebook.com/CastingAustralia/,,Entertainment,2-10 employees,"Cottesloe, WA",Privately Held,2007,"PO BOX 415, Cottesloe, WA 6911, AU",-26.471618,122.065977, 
Asian Students In Australia (A.S.I.A),https://www.asianstudentsinaustralia.com/,,Entertainment,11-50 employees,"Perth, WA",Nonprofit,1994,"Perth, WA  AU", , ,"Social Events, Networking, Marketing, and Advertising & Promotion"
"JM Agency, Australia",http://www.jmagency.net.au,,Entertainment,2-10 employees,,Sole Proprietorship,,"3181, AU",-37.852836,144.997504, 
Australian World Orchestra,http://www.australianworldorchestra.com.au,282834527,Entertainment,51-200 employees,"Sydney, NSW",Nonprofit,2011,"Sydney, NSW 2000, AU", , , 
AdventureRooms Australia,http://www.adventurerooms.com.au,,Entertainment,11-50 employees,"Adelaide, South Australia",Privately Held,2015, , , , 
Film Festivals Australia,http://filmfestivalsaustralia.com/,,Entertainment,2-10 employees,"Darlinghurst, NSW",Nonprofit,2014,"PO BOX 1081 , Darlinghurst, NSW 1300, AU",-33.878132,151.219439,"Film Festivals, Independent Film, Marketing, Social Media, Networking, and Audience Development"
Paradox Gaming Australia,https://paradoxgaming.com.au/,,Entertainment,2-10 employees,"Parramatta, NSW",Privately Held,2016,"110 George street, 110, Parramatta, NSW 2150, AU",-33.814115,151.005457, 
Professional Speakers Bureau Australia,http://www.prospeakersbureau.com.au,,Entertainment,2-10 employees,"South Yarra, Victoria",Privately Held,2010,"South Yarra, Victoria 3141, AU",-37.839174,144.991484, 
Play World Australia,https://www.playworldaustralia.com.au/en.html,,Entertainment,2-10 employees,"Chatswood, NSW",Public Company,2018,"Tower 2, 475 Victoria Ave, Chatswood, NSW 2067, AU", , ,"Event Organiser, Brand Activations, Customer Engagement, Community Building, Integrated Marketing Campaigns, Creating Epic Events, Content Creation, Toy Industry, and Play"
"MOR Films,Pvt ltd  Australia",http://www.ek-aasha.com,,Entertainment,201-500 employees,"Melbourne, Victoria, Melbourne",Privately Held,, , , , 
Wowsome Australia,http://www.wowsome.com.au,,Entertainment,11-50 employees,"Melbourne, Vic",Partnership,2016,"46 Barkly Street, Brunswick East, Melbourne, Vic  3057, AU", , ,"Creative Digital Installations, Events, Brand Activations, Social Media Marketing, Experiential Photography, and Photo Content Marketing"
Film Outreach Australia,http://filmoutreach.com.au,,Entertainment,2-10 employees,"Coffs Harbour, NSW",Public Company,2017,"Coffs Harbour Education Campus, Hogbin Drive, M1-24, Coffs Harbour, NSW 2450, AU",-30.326156,153.102798,"Film, Regional Australia, Events, Australian Film, Community, Youth, Seniors, World Cinema, Cinema, Documentaries, Film Festivals, and Australia"
Revolution Radio Australia,http://www.revolutionradio.it,+61 406 255 974,Entertainment,2-10 employees,,Partnership,2020,"55 Pyrmont Bridge Rd, Pyrmont, Nuovo Galles del Sud 2009, AU",-33.872403,151.194632,"intrattenimento, radio, web radio, italiani all'estero, cultura italiana nel modo, expat, podcast, musica, insight, revolution radio, broadcasting, digital radio, web broadcasting, social media, digital media, web media, web streaming, web programming, web radio australia, internet radio, and online radio"
EVENT PERSONNEL AUSTRALIA PTY LTD, ,,Entertainment,11-50 employees,"Burswood, Western Australia",,, ,-37.985053,145.212854, 
Paint and Sip Studios Australia,http://www.paintandsipstudios.com.au,420320404,Entertainment,11-50 employees,"Jamisontown, New South Wales",Public Company,2018, , , ,"Paint and Sip, Paint Party, Arts and Crafts, and Painting Events"
The Space Company - Australia,http://www.thespacecompany.com.au,,Entertainment,2-10 employees,,Sole Proprietorship,2014,AU, , ,"podcast, broadcast, media, radio, audio, theatre, performing arts, tour producer, theatre touring, documentary, featuring making, creative, arts, television, film, film making, theatre show, and show"
Greenleaf Press Australia,http://www.greenleafpress.net,,Entertainment,2-10 employees,"Buderim, QLD",Sole Proprietorship,2016,"PO Box 726, Buderim, QLD 4556, AU", , ,"Author School Visits, Creative Writing Workshops, Guest Speakers, Educators, Motivational Speakers, Illustrators, Performers, and Storytellers"
Screen Actors Australia,http://screenactors.com.au,,Entertainment, ,"Geelong, Victoria",,, ,-31.95029,115.874941, 
Front of House Productions Australia,http://www.fohp.com.au,,Entertainment,11-50 employees,"Williamstown North, Victoria",Privately Held,2008,"35 Chelmsford St, Williamstown North, Victoria 3016, AU",-37.852058,144.862246,"lighting, corporate events, musical productions, theatre staging, concert audio, LED screens, projectors, backline, concerts, festivals, churches, school productions, and events production"
Horizon Theatre Company Australia,http://www.horizontheatre.org.au,,Entertainment,11-50 employees,"Wiley Park, New South Wales",Nonprofit,1997,"1071 Canterbury Rd, Wiley Park, New South Wales 2195, AU", , , 
LOST Australia Station,https://www.lostaus.com.au/,,Entertainment,2-10 employees,"Melbourne, Victoria",Privately Held,2016,"199 Grattan St, Melbourne, Victoria 3053, AU",-37.825071,144.978682,"Team building, Parties, Ice-breaking, Escape Room, Problem Solving, Team Bonding, Communication, Logical Thinking, Observation Skills, Work under pressure, and Puzzles"
Streamaster Australia,http://www.streamaster.com.au,,Entertainment,2-10 employees,,Privately Held,2008,"2102, AU",-33.68857,151.295338,High definition Media and Networked addressable storage
Comics Network Australia,https://au.thecomicbookresource.com,416773072,Entertainment,2-10 employees,"Nundah, QLD",Self-Employed,2016,"Nundah, QLD 4012, AU",-27.397398,153.054876,"Comic Books, Community, Comic Shops, Comic Book Events, Comic Book Courses, Wiki, and Comic Book Releases"
Sand Sculpting Australia,http://www.sandsculpting.com.au,,Entertainment,11-50 employees,"Melbourne, Victoria",Sole Proprietorship,2013,"Melbourne, Victoria 3000, AU",-37.813046,144.962398,"sand sculpting, events, corporate installations, workshops, and sand art"
Elite Poker Australia,http://www.elitepokeraustralia.com.au,,Entertainment,2-10 employees,"Eastwood, South Australia",Privately Held,2008,"Greenhill Road, Eastwood, South Australia  AU",-34.942312,138.622609, 
E Productions Australia,http://www.eproductions.com.au,,Entertainment,2-10 employees,,Partnership,1989,"Sydney,   AU",-33.868633,151.209421, 
Theatre Association of South Australia (TASA),http://tasaonline.org.au/,,Entertainment,2-10 employees,"North Adelaide, South Australia",Nonprofit,1985,"PO BOX 3182 Melbourne Street, North Adelaide, South Australia 5006, AU",-34.907975,138.593885, 
Android Australia ,http://androidaustralia.com.au,,Entertainment,2-10 employees,"Prahran, Victoria",Partnership,2011,"231 Chapel St, Prahran, Victoria 3181, AU",-37.850603,144.993341, 
Rogue Music Australia,http://www.rogue.xyz,,Entertainment,2-10 employees,"Collingwood, VIC",Privately Held,2018,"8/21 Northumberland Street, Collingwood, VIC 3066, AU", , , 
GT Systems Australia,http://www.blust.tv,,Entertainment,2-10 employees,"Surry Hills, New South Wales",Privately Held,2014,"55 Brisbane St, Surry Hills, New South Wales 2010, AU",-33.879409,151.21114, 
Flipside Studios Australia,http://www.flipside.world,,Entertainment,11-50 employees,"Sydney, New South Wales",Privately Held,2017,"320 Sussex St, Sydney, New South Wales  AU",-33.875112,151.204619,"creative arts, social events, private events, corporate events, team building , education, visual arts, and cooking masterclasses"
Series of Events Australia,https://www.seriesofeventsaustralia.com.au,438122447,Entertainment,51-200 employees,"Sydney Olympic Park, New South Wales",Privately Held,2017,"9 Australia Ave, Sydney Olympic Park, New South Wales 2127, AU",-33.847053,151.072999, 
Pub Trivia Australia,http://www.pubtriviaaustralia.com.au,,Entertainment,2-10 employees,"Coffs Harbour, NSW",Sole Proprietorship,2016,"PO BOX 1101, Coffs Harbour, NSW 2450, AU",-30.290583,153.114278, 
Meals On Heels Australia,https://www.mealsonheels.com.au/,,Entertainment,2-10 employees,"Melbourne, VIC",Nonprofit,2020,"Melbourne, VIC 3121, AU",-37.825071,144.978682, 
