Company Name,Website,Phone,Industry,Company Size,HQ,Type,Founded,Location,Latitude,Longitude,Specialities
Sharp Accounting,http://www.sharpaccounting.com.au,,Accounting,2-10 employees,"Ballarat, Victoria",Privately Held,2004,"1311 Sturt St, Ballarat, Victoria 3350, AU",-37.563892,143.852395, 
Miss Efficiency ,http://www.missefficiency.com.au,0402 811 088,Accounting,2-10 employees,"Daisy Hill, Qld",Privately Held,2002,"Daisy Hill, Daisy Hill, Qld 4127, AU",-27.630062,153.15929,"Data Entry & Reconciliations, Payroll Management, Accounts Receivable Management, BAS/IAS Preparation & Lodgement, Reporting, Business Systems & Procedures, Rescue Work (we fix messes), Software Training & Implementation, Cloud Bookkeeping, Receipt Bank Specialists, Xero Specialists, Forecasting & Budgeting, Accounts Payable Management, and Software Conversion & Setup"
SilverSpoon Advisory Pty Ltd,https://www.silverspoonadvisory.com/,,Accounting,2-10 employees,"Melbourne, VIC",Privately Held,2017,"Melbourne, VIC 3195, AU",-37.825071,144.978682, 
Kristallis accounting,http://www.kristallis.com.au,,Accounting,2-10 employees,"Leichhardt, New South Wales",Public Company,1977,"6a Wetherill St, Leichhardt, New South Wales 2040, AU", , ,"Accounting, Finance, Superannuation, Taxation, Home Loans, Commercial Loans, Plant & Equipment Loans, and Bookkeeping"
Fogarty Partners,http://www.fogartypartners.com.au,,Accounting,11-50 employees,"Subiaco, WA",Privately Held,2000,"65 Hay St, Subiaco, WA 6008, AU", , ,"Accounting, Tax, Self Managed Superannuation, Business Advisory, Financial Management, Project Solutions, Budgets & Forecasting, and Business Structures"
Together Business,http://www.togetherbusiness.com.au,,Accounting,0-1 employees,,Sole Proprietorship,2019,"Darwin, NT 0812, AU",-12.460477,130.842984,"Accounting, Financial management, Strategy, Tax Compliance, Business Planning, Business Costing and Forecasting, Business Process Setup, Cloud Bookkeeping Solutions, Business Support, Social Impact Frameworks, Xero, sustainability reporting, Coaching, Mentoring, Organisational Culture, Bookkeeping, and Capability Development"
CCS Partners - Chartered Accountants,http://www.ccspartners.com.au/,,Accounting,11-50 employees,"Sydney, New South Wales",Partnership,1992,"154 Elizabeth St, Sydney, New South Wales 2000, AU",-33.878032,151.209763, 
Mogg Osborne Pty Ltd,http://www.moggosborne.com.au,,Accounting,11-50 employees,"COBRAM, VIC",Public Company,1954, ,-37.688181,145.069833,"Wealth Management, Audit Assurance, and Business Consulting"
Kanj & Associates,http://www.kanjassociates.com.au,,Accounting,2-10 employees,"Sydney, NSW",Sole Proprietorship,2017,"Sydney, NSW 2000, AU",-33.901541,151.198098,"Accounting, Taxation, Bookkeeping, Business Services, Tax Returns, and Compliance"
ND Partners: Accounting and Taxation,http://www.ndpartners.com.au,,Accounting,2-10 employees,"Notting Hill, VIC",Privately Held,2003,"22/202 Ferntree Gully Road, Notting Hill, VIC 3168, AU",-37.901614,145.144156,"Taxation Compliance, Tax Planning & Advice, and Business Solutions"
Careers @ Fusion, ,,Accounting, ,,,,"Adelaide,   AU",-34.929075,138.602578, 
ICGTAX Global - Internal Consulting Group TAX ,http://www.ICGTAXGlobal.com,+612 8599 8320,Accounting,11-50 employees,"Sydney, New South Wales",Privately Held,2018,"56 Pitt St, Suite 2, Level 22, Royal Exchnage Building, Sydney, New South Wales 2000, AU", , ,"Tax consulting, Corporate Tax, M&A Tax, International Tax, GST / VAT / Indirect Taxes, Income Tax, Capital gains, Tax compliance services, Transfer Pricing, BEPS, Tax consolidation, Tax Governance, Tax disputes, Tax administration, Infrastructure Tax, Institutional investors, Private equity, Private wealth, Property taxation, and Not-for-profits"
Qcounting,https://qcounting.com.au,+61 499 543 548,Accounting,51-200 employees,"Melbourne, Vic",Privately Held,, , , , 
GFA Strategic Accountants,http://gfastrategic.com.au/,755271112,Accounting,2-10 employees,"Southport, QLD",Privately Held,2014,"Suite 402, Kay House, Level 4, 35-39 Scarborough Street, Southport, QLD 4215, AU", , ,"Strategic Business Advice, Business Performance Management, Business & Investment Structuring, Corporate Advisory, SMSF Structures & Advice, SMSF Tax & Compliance, Estate & Succession Planning, Business & Tax Compliance, and Specialist Tax Advice"
Thiel Partners Accountants,http://thielpartners.com,07 56 800 300,Accounting,11-50 employees,"Gold Coast, QLD",Partnership,1998,"Level 1, 7 Bay Street, Southport, Gold Coast, QLD 4215, AU",-27.97238,153.404351, 
McLaren Hunt Financial Group,http://www.mclarenhunt.com.au/,,Accounting,51-200 employees,"Warrnambool, VIC",Partnership,2017,"Tax & Business Services: 199 Koroit Street, Investment & Audit Services: 69 Kepler Street, Warrnambool, VIC 3280, AU",-33.979665,115.764699,"Taxation, Accounting, Financial Planning, Audit, Payroll, Bookkeeping, Superannuation, Company Secretary, and Agri Business"
Hillier's Advisors Chartered Accountants,http://www.hilliersadvisors.com.au,,Accounting,11-50 employees,"Belmont, NSW",Privately Held,,"Level 1, 572 Pacific Highway, Belmont, NSW 2280, AU",-33.036444,151.659967,"Business Advisory and Taxation, Self Managed Superannuation Funds, Tax Minimisation, Retirement Planning, and Estate Planning"
Square Penny,https://squarepenny.com.au,,Accounting,11-50 employees,"Hawthorn East, Victoria",Privately Held,2006,"421 Riversdale Rd, Hawthorn East, Victoria 3123, AU", , ,"Bookkeeping Services, Financial Managment, Professional Advice, and Financial Efficiency & Control"
Tax Agent Pathway,http://www.taxagentpathway.com.au,03 8456 1461,Accounting,11-50 employees,"Bundoora, VIC",Privately Held,,"Unit 30, 20 Enterprise Drive, Bundoora, VIC 3083, AU",-37.685393,145.07012, 
Lee and Associates,http://www.leeandassociates.com.au/why-choose-us/,,Accounting,11-50 employees,"Brisbane, Queensland",Sole Proprietorship,,"3/50 Anderson Street, Brisbane, Queensland 4006, AU",-27.469309,153.026164,"SMSF, Small Finance Consultancy, Loan broking, Property sales, Tax Returns, Migration Shares, and Property Taxatio"
Sammut Bulow Bennett Partners,http://www.sbbpartners.com.au,,Accounting,51-200 employees,,Partnership,,"Brisbane,   AU", , , 
Oracle Business Accountants,http://www.oracleba.com.au,07 5607 0820,Accounting,2-10 employees,"Southport, Gold Coast, QLD",Privately Held,2008,"Suite 2806, Level 8, Southport Central Tower 2, 5 Lawson Street, Southport, Gold Coast, QLD 4215, AU",-20,145,"Business and Tax Advice, Tax Compliance, Financial Reporting, Consulting, Accounting, Tax Advisory, SMSF Strategy, SMSF Compliance, ASIC Compliance, and Small Business Accountants"
Brisbane Tax Accountants,https://brisbanetaxaccountants.com.au/,0421 446 498,Accounting,2-10 employees,"Brisbane, QLD",Public Company,,"9 Harriet Street, Red Hill, Brisbane, QLD 4065, AU",-27.454802,153.008733, 
Kiribooks Prompt Services,https://kiribooksprompt.com.au/,+61 4 124 17542,Accounting,2-10 employees,"Truganina, Victoria",Partnership,2011,"Andrew Rd, Truganina, Victoria 3029, AU",-37.81667,144.75, 
Affluence Chartered Accountants,http://www.affluenceca.com.au,,Accounting,2-10 employees,"Subiaco, WA",Privately Held,2017,"Shop 2, 424 Roberts Road, Subiaco, WA 6008, AU",-31.945018,115.821847,"Tax Planning, Income Tax Returns, Business Advisory, and Medical and Dental Accounting and Tax Services"
Benchmarc Group,http://benchmarcgroup.com.au,+61 1300367930,Accounting,11-50 employees,,Privately Held,,"Canberra,   AU", , ,"Accounting, Research & Development, and Business Consulting"
AC Accounting & Business Solutions,http://www.acaccountingbs.com.au,,Accounting,11-50 employees,"Ballarat, Vic",Privately Held,2012,"1 Ascot Street Sorth, Ballarat, Vic 3350, AU",-37.563892,143.852395, 
Accord Accounting,http://www.easytax.com.au,,Accounting,2-10 employees,"Chatswood, NSW",Privately Held,1994,"Suite 2, 73 Albert Avenue, Chatswood, NSW 2067, AU",-33.798594,151.180442,"Acounting Services, Tax Advice, Tax Returns, and Tax Agent"
VJC,http://vjc.com.au,,Accounting,2-10 employees,"Drummoyne, New South Wales",Privately Held,1983,"Level 1 Suite 1.2 , 135 Victoria Road, Drummoyne, New South Wales 2047, AU",-33.853196,151.156093,"Chartered Accountants, Financial Planning, Business advice, Business Coaching, Lending, Self Managed Super Funds, Superannuation, Personal insurances, Negotiations, Tax audits, Retirement planning, Estate planning, Taxation, Management advice, and Bookkeeping"
8 Advisory,http://www.8advisory.com.au,(08) 6507 7264,Accounting,2-10 employees,"Leederville, WA",Partnership,,"Suite B, 660 Newcastle St, Leederville, WA 6007, AU", , , 
GoGlobal Bookkeeping (Aust) Pty Ltd,http://goglobalbookkeeping.com/,,Accounting,11-50 employees,"Glen Iris, Victoria",Privately Held,2016,"Glen Iris, Victoria 3146, AU",-37.855796,145.064606,Bookkeeping and Accounting
Trade Guardian,http://www.tradeguardian.com.au,,Accounting,2-10 employees,"Mitchell, Australian Capital Territory",Privately Held,2010,"29 Buckland St, Unit 8, Mitchell, Australian Capital Territory 2911, AU",-35.217262,149.139382,"Bookkeeping, Payroll management, Invoice management, Secretarial and administrative support, Bill payments, Staff and contractor setups, Ensuring adequate and up-to-date insurance, Safe Work Method Statements, Phone and email management, and Licensing and compliance"
Wilson Business Services,http://www.wbspl.com.au,,Accounting,2-10 employees,"Moonee Ponds, Victoria",Privately Held,,"12 Pascoe Vale Rd, Suite 6, Moonee Ponds, Victoria 3039, AU", , , 
gpl Solutions,http://www.gplsolutions.com.au,,Accounting,11-50 employees,"Broadway, NSW",Privately Held,,"Level 1,, 86-90 Bay Street, Broadway, NSW 2007, AU",-33.884224,151.196122,Taxation - Auditing & Assurance - Superannuation Compliance and Consulting - Accounting & Management Services - Financial Planning - Forensic Accounting - Mortgage & Financing - Business Consulting - Information Technology Consulting
Quantum House Australia,https://quantumhouse.com.au,1300 809 697,Accounting,11-50 employees,"Sydney, NEW SOUTH WALES",Privately Held,2010, ,-31.927414,115.853081,"Business Accounting, Business Advisory, Taxation, Business software, Self Managed Super Fund, and Assurance"
Allens Australia Pty Ltd,http://allensaustralia.com.au/,,Accounting,11-50 employees,"Upper Mount Gravatt, Queensland",Privately Held,1983,"1925 Logan Road, Upper Mount Gravatt, Queensland 4122, AU",-27.557186,153.079807,"Australian Taxation, Superannuation Funds, Trusts, Corporate Services, Asset Protection, Audits, Taxation Advisory, Insolvency, Restructuring, Strategic Planning, and Succession Planning"
Zerlock - Data Integrity Engine for Xero,http://www.zerlock.io,,Accounting,2-10 employees,,Privately Held,2020,"Sydney,   AU",-33.868633,151.209421,"Accounting, Xero Integration, Xero Data Integrity, Xero API, Accounting App, Financial Data Integrity, Xero Accounting, Accurate Data, Financial Analytics, Cloud Accounting, and Xero Health Score"
Key Solutions Group (KSG),http://www.ksg.com.au,,Accounting,11-50 employees,"Chatswood, NSW",Privately Held,1999,"Level 2, 813 Pacific Highway, Chatswood, NSW 2067, AU", , ,"Accounting, Taxation, Financial Planning, Finance and Lending, Business Coaching, and and Information Technology"
Ipsum Advisors,http://www.ipsumadvisors.com.au,,Accounting,11-50 employees,"Bendigo, Victoria",Privately Held,,"59 Queen Street, Bendigo, Victoria 3550, AU",-36.762579,144.278983,"Tax Strategy, Business Advisory, Wealth Creation, Compliance, and Accounting"
Dot Advisory,http://www.dotadvisory.com.au,(02) 6188 3880,Accounting,2-10 employees,"Canberra, Australian Capital Territory",Privately Held,2016, ,-26.761232,152.849794,"Tax, Business, and Accounting"
Parallax Accounting Pty Ltd,https://www.parallaxaccounting.com.au/,4613 5400,Accounting,2-10 employees,"Toowoomba, Queensland",Privately Held,2014,"194 West St, Toowoomba, Queensland 4350, AU",-27.564533,151.95552,"accounting, taxation, business advisory, and SMSF"
Honan Partners,http://www.honanpartners.com.au,02 9633 9466,Accounting,11-50 employees,"Macquarie Park, NSW",Partnership,1984,"Suite 2 Level 4, 6 Eden Park Drive, Macquarie Park, NSW 2113, AU",-33.786093,151.131373,"Tax & Compliance, Consulting & Advisory, and Private Wealth"
TPH Advisory,https://tphadvisory.com.au/,1300 940 290,Accounting,2-10 employees,"Sydney, NSW",Privately Held,2013,"133 Macquarie Street(Ground Floor), Sydney, NSW  AU",-33.864192,151.212427,"Cashflow Management, Corporate Insolvency, Turnaround Assistance, Debt Management, Receivership, Voluntary Administration, Creditor's Services and mediation, Personal Asset Management, Restructuring, Business Turnaround, Safe Harbour, and Personal Advisory"
Mitchell Partners,http://www.mitchell.com.au/,398959333,Accounting,11-50 employees,"MELBOURNE, VIC",Privately Held,1992,"Suite 4, 109 Union Road, Surrey Hills, MELBOURNE, VIC 3127, AU",-37.825137,145.097612,"Accounting & Tax, Business Advisory, Finance, Bookkeeping & Payroll, Corporate Secretarial, Superannuation, and Tax Audit Insurance"
KDC Accounting,http://www.kdcaccounting.com.au,,Accounting,11-50 employees,"Phillip, ACT",Sole Proprietorship,1999,"Level 1, 14-16 Dundas Court , Phillip, ACT 2606, AU",-35.35379,149.093092,"Accounting, Compliance, Financials, SMSF, Bookkeeping, Succession Planning, Small Business'​, Strategic Planning, and Company Secretary"
Chats Accountants & Advisers,http://www.chats.com.au,,Accounting,2-10 employees,,Sole Proprietorship,,"2067, AU",-33.796248,151.177992, 
FINTAX ACCOUNTANTS,http://www.fintaxaccountants.com.au,,Accounting,2-10 employees,"Waterloo, NSW",Privately Held,2013,"Shop 1, 1-3 Botany Road, Waterloo, NSW 2017, AU", , ,"Tax Returns for Individual and Businesses, Onsite and Off-site Bookkeeping Services, Company Set up and Business Structuring, BAS Preparation and Lodgement, Cloud Bookkeeping, SMSF Setup and Audit, Payroll Services, and Financial Planning."
Bookkeeping Management,http://www.bookkeepingmanagement.com.au,0419 368 557,Accounting,2-10 employees,"Samson Vale, Brisbane, Queensland",Privately Held,2017,"Samson Vale, Brisbane, Queensland 4520, AU",-27.469309,153.026164,"Bookkeeping, Organisational skills, Effective communication, and Fully qualified"
Collins Hume,http://www.collinshume.com.au,266863000,Accounting,11-50 employees,"Ballina, NSW",Partnership,1980, , , ,"Accounting & Tax, Business Advice, Financial Advice, and Mortgage Brokerage"
AFM Services,https://www.afmservices.com.au,8363 4499,Accounting,11-50 employees,"Stepney, South Australia",Privately Held,1995,"10 Louis Street , Stepney, South Australia 5069, AU",-34.914517,138.629967,"Taxation, Accounting, Auditing, Bookkeeping , Compliance, Advisory, and tax"
Dhan Accountants (Accounting & Tax Outsourcing | SMSF Accounting | SMSF Audits since 2010),http://smsfoutsourcing.com,1300 707 136,Accounting,51-200 employees,"Gold Coast, QLD",Privately Held,2010,"Gold Coast, QLD 4210, AU",-28.017366,153.42725,"SMSF Accounting, SMSF Auditing, SMSF Tax, SMSF Outsourcing, Accounting Outsourcing, Tax Outsourcing, and Bookkeepers"
With Accounting,https://www.facebook.com/withaccounting/,,Accounting,2-10 employees,"Melbourne, Victoria",,,"530 little Collins St, 609, Melbourne, Victoria 3000, AU",-37.825071,144.978682,"Tax Return, Restaurant & Cafe （Cash Business） , Beauty Service Provider, Wholesaling & Retailing, Construction Contractor, Exporting & Importing, UBER & Airbnb, Online Business, Cleaning Contractor, School& Education Provider, Medical Service, and Property Investment"
