Company Name,Website,Phone,Industry,Company Size,HQ,Type,Founded,Location,Latitude,Longitude,Specialities
Mademoiselle Beauty,http://mademoisellebeauty.com.au,,Cosmetics, ,"Norman Park, Queensland",,, ,-22.41252,115.97661, 
Kallistia Skincare,https://www.kallistia.com,,Cosmetics,11-50 employees,"Balmain East, NSW",Privately Held,,"Balmain East, NSW 2041, AU",-33.856539,151.181981, 
THE MAKEUP ARTIST GUILD ASIA PACIFIC,http://WWW.themagap.com,424756554,Cosmetics,0-1 employees,,Sole Proprietorship,2017,"Sydney,   AU",-33.868633,151.209421, 
KKTUS LIFE,http://www.kktuslife.com,,Cosmetics,2-10 employees,"surry hills, NSW",Privately Held,2016,".      , surry hills, NSW 2010, AU",-33.88258,151.214917,"cosmetic, organic, eco-friendly, vegan, Australian made, and eco-responsible"
Billie Goat Soap,http://billiegoatsoap.com.au,,Cosmetics, ,,,, , , , 
SKINFAKTOR,http://www.skinfaktor.com.au,,Cosmetics,2-10 employees,"Hornsby, New South Wales",Privately Held,2016,"26 Leighton Pl, Hornsby, New South Wales 2077, AU",-33.695753,151.116272,"Skin Technology, Cosmeceutical Skin Care, Education, Skin Needling, Photo Rejuvenation/LED, PolyAbrasion, Skin Health Programs, and Honest, Consistent, Reliable Service"
All The Way Up Lashes,https://www.instagram.com/allthewayuplashes/?hl=en,,Cosmetics,0-1 employees,"Strathfield, New South Wales",Self-Employed,2018,"31 The Boulevarde, Strathfield, New South Wales 2135, AU",-33.873404,151.093839,"Lash Lift, Keratin Lash Lift, and Eyelash Tint"
Chi Hair Skin Body,http://chihairskinbody.com.au,,Cosmetics, ,"Hallett Cove, South Australia",,, ,-34.996926,138.529563, 
Glo Beauty Therapy,http://globeautytherapy.com.au,,Cosmetics, ,,,, ,-37.750438,144.987946, 
Northern Tamanu Oils,http://www.northerntamanuoils.com.au,,Cosmetics,2-10 employees,,Sole Proprietorship,,"Darwin,   AU",-12.460477,130.842984, 
Telmaperfume,http://www.telmaperfume.com,,Cosmetics,2-10 employees,,Privately Held,2016,"95 Mousavi alley Hafttir Tehran Iran, Tehran, Tehran 021, AU", , , 
Melissa Young Beauty,http://melissayoungbeauty.com.au,,Cosmetics, ,"Glebe, New South Wales",,, ,-37.936012,145.49247, 
Artis Hairdressing,http://artishairdressing.com,,Cosmetics, ,"Manly, New South Wales",,, ,-31.957578,115.8689, 
Spectrum Hair and Beauty Limited,http://Hairspectrum.com.au,,Cosmetics,2-10 employees,,Partnership,, ,-37.863459,145.07891, 
Frankly Eco,http://www.franklyeco.com,,Cosmetics,2-10 employees,"Melbourne, Victoria",Public Company,, ,-33.13521,139.07369, 
NAYLD,http://www.nayld.com.au/,,Cosmetics, ,,,,AU, , , 
Honestly Store,http://www.honestlystore.com.au,,Cosmetics,0-1 employees,,Sole Proprietorship,2016,"melbourne, Melbourne,   AU",-37.825071,144.978682,"Aromatherapy, Organic, Skin Care, Cosmetics, Plant Oils, Essential Oils, and Plant Butters"
Skin Restore Clinical Skincare ,https://www.linkedin.com/company/skin-restore/,,Cosmetics, ,,,,"Sydney, Sydney, NSW 2095, AU",-33.873767,151.207139, 
Pellelucent,http://www.pellelucent.com,,Cosmetics,11-50 employees,"Sydney, NSW",Public Company,2014,"802 Pacific Hwy, Suite 1A, Level 2, Sydney, NSW 2072, AU",-33.868633,151.209421, 
Dilly's Collections,https://www.dillyscollections.com,,Cosmetics,2-10 employees,,Privately Held,,AU, , , 
Sydney Eyelashes,http://sydneyeyelashes.com.au,,Cosmetics, ,,,, ,-33.868633,151.209421, 
delmedica, ,,Cosmetics,11-50 employees,"ADELAIDE, SA",Privately Held,2015, , , , 
THE SKILLS MENS SKINCARE,http://www.theskills.com.au,,Cosmetics,2-10 employees,"SYDNEY, NSW",Privately Held,,"SYDNEY, NSW 2000, AU",-33.901541,151.198098, 
Olive + Archie ,http://www.OliveandArchie.com.au,,Cosmetics,2-10 employees,"Bowral , NSW",Privately Held,,"lot 44 King St Bowral , Bowral , NSW 2576, AU",-34.474442,150.416315,"Hemp Cosmetics , Hemp seed face oils , and Hemp Inovation"
Nuevo Skin Health,http://www.nuevoskinhealth.com,,Cosmetics,11-50 employees,"Cabramatta, New South Wales",Privately Held,1984,"230 Cabramatta Rd, Cabramatta, New South Wales 2166, AU",-33.896209,150.9357, 
Taringa Day & Night Pharmacy, ,,Cosmetics, ,"Taringa, Queensland",,, ,-27.492761,152.980038, 
Miss Grace Fashion & Beauty,http://www.missgracefashionbeauty.com,,Cosmetics,2-10 employees,"Adelaide , SA",Self-Employed,2015,"PO Box 10515, Adelaide , SA 5000, AU",-34.929036,138.600473,Beauty and Fashion
Brows Threading,http://browsthreading.com.au,,Cosmetics, ,"Malvern, VIC",,, ,-38.138616,144.3485, 
Allure Hair Designs,http://allurehairdesigns.com.au,,Cosmetics, ,"Leura, New South Wales",,, ,-38.122971,144.353286, 
Hair and Beauty Touch,http://hairandbeautytouch.com.au,,Cosmetics, ,"Ripponlea, Victoria",,, ,-37.863459,145.07891, 
Stacey's Beauty Touch,http://staceysbeauty.com.au,,Cosmetics, ,"Mountain Creek, Queensland",,, ,-36.44333,147.83028, 
Voila Hair and Beauty,http://voilahairbeauty.com.au,,Cosmetics, ,"Brighton, Victoria",,, ,-37.863459,145.07891, 
IODA Brands,http://ioda.com.au,,Cosmetics, ,,,, ,-38.332537,144.32304, 
Paris Nails and Beauty,http://parisnailsandbeauty.com,,Cosmetics, ,"T 120/727 Tapleys Hill Road , West Beach, South Australia",,, ,-38.148958,144.35966, 
Zedz,http://zedz.net.au,,Cosmetics, ,"Palmyra, Western Australia",,, , , , 
Karinda,http://www.karinda.com,,Cosmetics,2-10 employees,"Melbourne, VIC",Privately Held,,"Melbourne, VIC 3146, AU",-37.825071,144.978682, 
PandhysAustralia,http://pandhys.com.au/,,Cosmetics,2-10 employees,"Point Cook, Victoria",Public Company,2010,"9 Maddock St, Point Cook, Victoria 3030, AU",-37.900478,144.720912,"sugaring, spa treatments, and beauty therapy"
Dermal Laser Skin Clinics ,http://www.dlsclinics.com.au,,Cosmetics,2-10 employees,,Privately Held,2016,"Brisbane,   AU",-27.469309,153.026164,"Laser Hair Removal, Laser Pigment Removal, Laser & Skin Clinic, Skin Treatments, Skin Needling, and Beauty Clinic"
Dollface Beauty,http://dollfacebeauty.com.au,,Cosmetics, ,,,, , , , 
Purify Co,http://www.purifyco.com.au,,Cosmetics,2-10 employees,"Sydney, NSW",Privately Held,2020,"Sydney, NSW 2088, AU",-33.901541,151.198098, 
Lash and Brow Academy,https://lashandbrowacademy.com.au,738430156,Cosmetics,2-10 employees,"Carina, Queensland",Public Company,2014,"5/828 Old Cleveland Road , Carina, Queensland 4152, AU",-27.495412,153.088062,"Classic Lash Training, Brow Sculpt Training, Henna Brow's training, Brow lamination Training, Lash Lift training, Microblading training, Microshading Training, and Volume Lashes Training"
Franche Mineral Cosmetics and Chiral Skin Care ,http://www.franche.com,+61 415 815 550,Cosmetics,11-50 employees,"Brisbane , QLD",Privately Held,1995,"Brisbane , QLD 4076, AU",-27.469309,153.026164,"HEALTH SCIENCE , TREATMENT, ANTI-AGING , CHIRAL, FREEZE DRIED VITAMINS, and MINERALS"
Bobeh.Co Pty Ltd,http://www.bobehco.com,,Cosmetics,2-10 employees,"Brisbane , Queensland",Privately Held,2017,"James Street, Brisbane , Queensland 4170, AU",-27.469309,153.026164, 
Cosmetic Sculpting Clinic,http://www.cosmeticsculpting.com.au,411428329,Cosmetics,2-10 employees,"Chatswood, New South Wales",Privately Held,2018,"46 Hercules St, Chatswood, New South Wales 2067, AU",-33.795673,151.188471,"Cosmetic Injections, Coolsculpting, Cryolipolysis, Weight Loss, Dermal Treatments, Chemical Skin Peels, Fat Cavitation, Body Contouring, Cellulite Reduction, Skin Tightening, Lip Enhancements, Anti Ageing, Antiwrinkle, Regenerative Medicine, Stem Cell Treatments, Platelet Rich Plasma, Botox, Skin Boosters, Rejuvenation, and Liposuction"
Balance Beauty & Makeup Artistry,http://balancebeauty.com.au,,Cosmetics, ,,,, ,-27.486028,153.097751, 
Hair Link Extensions,http://hairlinkextensions.com.au,,Cosmetics, ,"Bundoora, Victoria",,, ,-37.805025,144.949562, 
Authorized Perfume Retailer,http://perfumedubai.com,,Cosmetics, ,,,, , , , 
Kleins Perfumery,http://kleinsperfumery.com.au,,Cosmetics, ,"Fitzroy, Victoria",,, ,-37.797184,144.969444, 
Illuminati Hair,http://illuminatihair.com.au,,Cosmetics, ,"North Melbourne, Victoria",,, ,-33.887599,151.271564, 
Graceful Healing,http://www.healinggracefully.com.au,,Cosmetics,0-1 employees,"MARMION, Western Australia",Sole Proprietorship,2003,"6 Sandstone Pl, MARMION, Western Australia 6020, AU",-31.84566,115.76029,"Anti wrinkle Treatments, Dermal Fillers, Non-surgical Face Lifts, and Skin Rejuvenation"
Glamorous Glow Tans,http://www.glamorousglowtans.com.au,,Cosmetics,0-1 employees,,Self-Employed,,"4128, AU",-27.65705,153.175083, 
Nec Plus Ultra Cosmetics Australasia,https://www.neccosmetics.com/,,Cosmetics,2-10 employees,"Sydney, New South Wales",Privately Held,2018,"Sydney, New South Wales  AU",-33.868633,151.209421, 
Chemsave Wentworthville,http://chemsave.com.au,,Cosmetics, ,"Wentworthville, New South Wales",,, ,-37.884057,145.275921, 
Skinmedics Clinic,http://skinmedics.com.au,,Cosmetics, ,"Pyrmont, New South Wales",,, ,-37.863576,145.082362, 
Biofontaine 'sculpted by nature',http://www.biofontaine.com,,Cosmetics,2-10 employees,,Privately Held,,AU, , , 
Me in a minute,http://www.meinaminute.com.au,1300346222,Cosmetics,0-1 employees,"North Sydney, New South Wales",Self-Employed,2019,"100 Miller St, North Sydney, New South Wales 2060, AU",-33.837823,151.20663, 
Stem Organics,http://stemorganics.com,0432 215 564,Cosmetics,2-10 employees,,Privately Held,2007,"11 Blackwood Dr, Altona North,  3025, AU", , ,Organic Skincare and Skincare
Yarra Medical and Cosmetic Centre,http://www.yarracosmeticcentre.com.au,61398269111,Cosmetics,2-10 employees,"South Yarra, Victoria",Privately Held,,"657 Chapel St, G2, South Yarra, Victoria 3141, AU",-37.836917,144.995924,Cosmetics and Medical Centre
Inform Pharmacy Thornleigh, ,,Cosmetics, ,"Nsw, New South Wales",,, ,-33.814727,151.05609, 
Ocean Deep,https://www.oceandeep.co,,Cosmetics,2-10 employees,"Melbourne, Victoria",Partnership,2015,"Melbourne, Victoria 3000, AU",-37.813046,144.962398, 
Sydney Soap Collection,https://sydneysoapcollection.com.au/,,Cosmetics,0-1 employees,,Self-Employed,2018,"Sydney,   AU",-33.868633,151.209421, 
Luxe Look Cosmetics,https://www.luxelook.com.au/,,Cosmetics,2-10 employees,"Belmont, Western Australia",Sole Proprietorship,,"1B Katoomba Place, Belmont, Western Australia 6104, AU", , , 
Makeup by Alexandra Jade,http://www.alexandrajade.com.au,,Cosmetics,2-10 employees,"Manly, Queensland",Sole Proprietorship,2013,"415 Esplanade, Manly, Queensland 4179, AU", , , 
Bespoke Cosmetics,https://www.bespokecosmetics.com.au,407929383,Cosmetics,2-10 employees,"Collingwood, Victoria",Privately Held,2012,"292 Smith St, Collingwood, Victoria 3066, AU",-37.80045,144.984261, 
iLash Manly,http://facebook.com/ilashmanly,478798819,Cosmetics,0-1 employees,"Manly, Queensland",Sole Proprietorship,2019,"Stratton Terrace, Manly, Queensland 4179, AU",-22.84875,149.27587, 
Miami Kiss,http://miamikiss.com,,Cosmetics, ,"Varsity Lakes, Queensland",,, ,-28.07173,153.44158, 
Halka B. Organics,http://halkab.com.au,,Cosmetics, ,"Fremantle, Western Australia",,, ,-27.4797,153.01023, 
Complexion Beauty & Dermal Therapy,http://www.complexionskinclinic.com.au,(03) 88392494,Cosmetics,2-10 employees,"Blackburn, VIC",Privately Held,2015,"68E South Parade, Blackburn, VIC 3130, AU",-37.820704,145.149787,"Beauty Therapy, Skin Care, Skin Lightening, Micro Needling, Acne Treatment, Fat Cavitation, Scar Reduction, Tattoo Removal, Facial Rejuvenation, Botox Injection, Fillers, Laser / IPL Hair Removal, Pigmentation Treatment, Skin Lifting, Nail Fungal Removal, Enlarged Pore Reduction, Skin Lightening Body Treatment, Skin Lightening Facial, PICO Laser, Carbon Laser, Facials, Eyebrow Microblading, and Eyebrow Feathering"
Ibeauty Medispa,http://ibeautymedispa.com.au,,Cosmetics, ,"Brisbane, Queensland",,, ,-37.733137,144.818796, 
The Beauty House Academy,http://beautyhouse.qld.edu.au,,Cosmetics, ,"Maroochydore, Queensland",,, ,-37.83718,144.94384, 
The Eyebrow Queen,http://eyebrowqueen.com,,Cosmetics, ,,,, ,-33.59118,150.961, 
Sloans of Lane Cove,http://sloans.com.au,,Cosmetics, ,"Lane Cove, New South Wales",,, ,-33.498296,150.521917, 
SJ Pure Hair,http://sjpurehair.com.au,,Cosmetics, ,"Williamstown, Victoria",,, ,-38.093943,144.366189, 
Cosmetic Tattoo,http://cosmetictattooaustralia.com,,Cosmetics, ,,,, ,-28.074421,153.444341, 
Mimi's Beauty & Skincare Clinic,http://mimisbeauty.com.au,,Cosmetics, ,,,, ,-33.948406,150.953598, 
Hybrid Skin Australia,http://www.hybridskin.com.au,,Cosmetics,2-10 employees,"Sydney, NSW",Self-Employed,2020,"Sydney, NSW 2000, AU",-33.901541,151.198098, 
The Redefyn Group,http://www.redefyngroup.com.au,,Cosmetics,2-10 employees,"Moorabbin, Victoria",Privately Held,,"15 Cochranes Rd, Moorabbin, Victoria 3189, AU",-37.941441,145.060479,Skincare
ZandCo Studio,http://www.zandcostudio.com.au,,Cosmetics,2-10 employees,"Canberra, ACT",Privately Held,2012,"871/15Coranderrk St , Canberra, ACT 2601, AU",-35.280901,149.129269,"Hair, Makeup, Eyelash Extensions, Hair Extensions, Facials, Manicures, Pedicures, Massage, Eyebrow Feathering, Hair Extensions, Microdermabrasion, and Waxing"
Skin Chemistry,http://skinchemistry.com.au,,Cosmetics, ,"Carlton North, Victoria",,, ,-37.780526,144.977887, 
Hair and Beauty Furniture,http://hairbeautyfurniture.com.au,,Cosmetics, ,"Dandenong, Victoria",,, ,-37.863459,145.07891, 
Cellande Skincare,http://cellandeskincare.com,,Cosmetics, ,"Burleigh Waters, Queensland",,, ,-37.775874,145.01844, 
Beauty Therapy Sarina Bernadette's Beauty Clinic,http://bernadettesbeauty.com.au,,Cosmetics, ,"Sarina, Queensland",,, , , , 
Gippsland Cosmetic Laser Clinic,http://gippslandlaser.com.au,,Cosmetics, ,"Warragul, Victoria",,, , , , 
SuperChem Discount Pharmacy, ,,Cosmetics, ,"Hocking, Western Australia",,, ,-37.748868,145.041005, 
Fluid The Color Salon,http://fluidsalons.com,,Cosmetics, ,,,, , , , 
Salon Fresh,http://salonfresh.com.au,,Cosmetics, ,"Yarraville, Victoria",,, ,-33.774365,151.283721, 
Sarah's Mobile Beauty,http://sarahsmobilebeauty.com,,Cosmetics, ,,,, ,-31.468609,152.76877, 
Pure Hair & Beauty,http://purehairandbeauty.com.au,,Cosmetics, ,"Berry, New South Wales",,, ,-19.16133,146.849662, 
Manhattan Nails,http://manhattannails.com.au,,Cosmetics, ,"Northbridge, New South Wales",,, ,-34.850024,138.600392, 
Feather Touch GC,https://www.feathertouchgc.com/,,Cosmetics,2-10 employees,"Mudgeeraba, Qld",,2017,"19 Railway St Mudgeeraba Qld , 1, Mudgeeraba, Qld 4213, AU",-28.075079,153.363797,"Eyelash Extensions, Feather Touch Eyebrows, Brow Wax & Tint, and Lash Lift & Tint"
Australian Skincare,http://www.amarante.com.au,-8152,Cosmetics,2-10 employees,"Wollongong, New South Wales",Privately Held,2016,"360 Crown Street , Ignite Medispa (L6), Wollongong, New South Wales 2500, AU",-34.425621,150.881116,"Beauty, Skin-care, Health, Cosmetics, Aesthetics, Skin, and Face"
Xtreme Lashes® Australia and New Zealand,http://xtremelashes.com.au,,Cosmetics, ,,,, ,-37.863585,145.080109, 
Elements Skincare and Health,http://elementsskincare.com.au,,Cosmetics, ,,,, ,-37.775874,145.01844, 
Miss Right Pty Ltd,http://www.missrightbeauty.com.au,,Cosmetics,2-10 employees,"Milsons Point, New South Wales",Sole Proprietorship,2016,"Suite 4, 102 Alfred Street South, Milsons Point, New South Wales 2138, AU",-33.847763,151.211183, 
Global Colours,http://globalcolours.com,,Cosmetics, ,"Marrickville, New South Wales",,, ,-16.483176,145.464889, 
Barkly Square Pharmacy, ,,Cosmetics, ,"Brunswick, Victoria",,, ,-37.817176,144.881666, 
The SkinSanctuary , ,,Cosmetics, ,,,,"Cheltenham ,",-37.964053,145.064727, 
SkinGen,https://www.skingen.com.au,,Cosmetics,2-10 employees,"Melbourne, Victoria",Privately Held,2018,"Little Collins St, 790/585, Melbourne, Victoria 3000, AU",-37.825071,144.978682, 
Beard Division,https://bearddivision.com/,,Cosmetics,2-10 employees,"Sydney, NSW",Sole Proprietorship,2017,"Balmain, Sydney, NSW 2041, AU",-33.868633,151.209421,"Beard Oils, Beard Grooming, Mens Grooming, and Premium Beard Products"
Kis My Body Organic Perfumes,http://www.kismybody.com.au/product-category/perfume/,,Cosmetics, ,,,,"Melbourne,   AU",-37.825071,144.978682, 
LuLu Edibles Skincare,http://www.luluedibles.com,,Cosmetics,0-1 employees,"Brisbane, Queensland",Sole Proprietorship,2018,"26 Cordeaux St, Brisbane, Queensland 4101, AU",-27.469309,153.026164,"cosmetics, dry skin care, making beauty products, Oily skin care, pimples , black heads/white heads, sensative skin care, combination skin care, acne, mental health, physical fitness, and healthy diet"
Tantowel,http://tantowel.com.au,,Cosmetics, ,,,, , , , 
Esteem Hair Beauty Spa,https://esteemhairbeautyspa.com.au/,(02) 4703 4235,Cosmetics,11-50 employees,"Penrith, NSW",Privately Held,,"510 – 536 High Street, Penrith, NSW 2750, AU",-33.753262,150.694241,"Spa Massage, Skin Treatment, Pedicure, Manicure, Hair Styling, Hair Treatments, Bridal Hair & Makeup, Formal Hair & Makeup, Hair Extensions, Eyelash Extensions, Waxing, Facials, Skin Resurfacing Peels, Skin Needling, Cosmetic Injections, Acne Reduction, Spray Tanning, Henna Brows, Led Light Therapy, and Organic Spa Facials"
Passion Beauty Products,https://www.facebook.com/passionfornaturalbeauty/,,Cosmetics,0-1 employees,"Adelaide, South Australia",Self-Employed,2015,"Prospect, Adelaide, South Australia 5082, AU",-34.929075,138.602578,"Handmade natural skin & hair care products, Ecofriendly and vegan., Free of nut oils, No animal-derived ingredients, and Paraben free"
Territory Laser Clinic,http://territorylaserclinic.com.au,,Cosmetics, ,,,, ,-38.197424,146.536511, 
ECLIPZ HAIR SALON LTD, ,,Cosmetics,11-50 employees,,,, , , , 
Gold Society,http://goldsociety.com.au/,,Cosmetics,2-10 employees,,Privately Held,,"Sydney,   AU",-33.868633,151.209421,"hairsalon, hairdresser, balayage, colourcorrection, foils, and blondes"
EvenToned, ,,Cosmetics,2-10 employees,"Centennial Park, New South Wales",Privately Held,2015,"Oxford St, Centennial Park, New South Wales 2021, AU",-33.898464,151.233826, 
Beautiful Souls Skin Care,https://www.beautifulsouls.com.au,,Cosmetics,0-1 employees,"Mount Barker, South Australia",Sole Proprietorship,2018,"Cherington St, Mount Barker, South Australia 5251, AU",-35.069559,138.867675,Skin Care Products
Jigsaw Hair and Beauty,https://jigsawdrouin.com.au,,Cosmetics,2-10 employees,"Drouin, VIC",Privately Held,2017,"115 Princes Way, Drouin, VIC 3818, AU",-38.135002,145.855335,"Hairdressing, Waxing, Makeup, Nails, and bridal makeup"
ISA Naturals Cosmetics ,http://www.isanaturals.com.au,,Cosmetics,0-1 employees,"Karrinyup, Western Australia",Self-Employed,2017,"Huntriss Rd, Karrinyup, Western Australia 6018, AU",-31.872359,115.776542, 
The Soak Life,http://www.thesoaklife.com,,Cosmetics,2-10 employees,"Newcastle, New South Wales",Privately Held,2015,"Newcastle, New South Wales 2299, AU",-32.92953,151.7801,"Skincare, Beauty, Vegan, Bath, and Bodycare"
Skin Scentual Skin & Beauty Clinic,http://skinscentual.com.au,,Cosmetics, ,"Essendon Fields, Victoria",,, ,-37.76636,144.983482, 
